"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"fdi0","Nasi Lemak Xiao La Jiao 椰浆饭小辣椒 (Sultan Plaza)","Chinese",4.8,33,"singapore","100 Jalan Sultan #01-04, Sultan Plaza, Singapore 199001,"
"nf2s","Keedo Keedo (732 North Bridge Road) - Islandwide","Bakery",3.9,6,"singapore","North Bridge Rd 732, 198700 Arab Street, Central, Singapore, Singapore,"
"w2cb","Al Ahamed Briyani House (Serangoon Ave)","Indian",4.9,3415,"singapore","01-384, 326 Serangoon Ave 3, Serangoon, Hougang,"
"htat","Buta Kizoku (Bugis Junction)","Japanese",0.0,0,"singapore","200 VICTORIA STREET #02-47/48 SINGAPORE 188021, S 188021,"
"xm45","Pita Bakery (Bali Lane)","Middle Eastern",4.9,24,"singapore","Bali Ln 29, 189865 Bugis/City Hall, Central, Singapore, Singapore,"
"wdui","BoberTea (SMU)","Tea",5.0,125,"singapore","70 Stamford Road, #B1-45 SMU, Li Ka Shing Library Building,"
"w8ff","Padi (Bussorah)","Asian",4.8,92,"singapore","53 Bussorah Street, Arab Street,"
"v7xa","Anzu (Great World City)","Japanese",5.0,342,"singapore","1 Kim Seng Promenade #01-113/114 Singapore 237994 Great world city, Singapore 237994,"
"prdw","My Seremban Beef Noodles (Bugis Junction)","Noodles",4.6,17,"singapore","200 Victoria Street Bugis Junction #03-300 Malaysia Boleh Singapore 188021,"
"v6ma","Qq Noodle House (Bugis City Hall)","Noodles",4.9,1008,"singapore","231, Victoria Street Opp.Bugis Junction, Bugis, City Hall, Lower Central,"
"y5ay","Al Tasneem Restaurant (North Bridge Road)","Indian",4.9,352,"singapore","709 North Bridge Road , S198681,"
"ag9w","Kaisha By Chef Keisuke Kaneko (Marina One - The Heart)","Japanese",0.0,0,"singapore",":5 Straits View #01-14 The Heart Singapore 018935, S 18935,"
"y8xv","Ramen Champion (Bugis+)","",4.9,265,"singapore","201 Victoria Street Bugis+ Unit No: #04-07,"
"s7a8","Asam Tree (709 Ang Mo Kio)","Indonesian",4.9,731,"singapore","Blk 709 Ang Mo Kio Ave 8 #01-2609,"
"vmhu","First Love Korean Cuisine 첫사랑  (Textile Centre)","Korean",4.7,33,"singapore","200 Jln Sultan, #01-05A Textile Centre, S 199018,"
"el0c","UPTOWN (Zion Rd)","Western",4.9,16,"singapore","uptown., Zion Rd 55, 247780 River Valley, Central, Singapore, Singapore,"
"rt9a","You Mian Zi 有面子 (Bugis/City Hall)","Asian",0.0,0,"singapore","SMU Li Ka Shing Library, Stamford Rd 70 #B1-24 Li Ka Shing Library Building Singapore Management University, 178901 Bugis/City Hall, Central, Singapore, Singapore,"
"unqn","Wicked Wings (Bugis)","Fried Chicken",4.0,5,"singapore","200 Victoria St #B1-08, Parco Bugis Junction,"
"nlc5","Martin's Kitchen (Zion Road)","",4.9,5,"singapore","56 Zion Rd, Zion Rd 56, 247781 River Valley, Central, Singapore, Singapore,"
"cqda","San Ren Xing (Bugis Junction) - Islandwide","Chinese",0.0,0,"singapore","200 Victoria Street #03-30A Bugis Junction Singapore,"
"gy04","Fanhua (Farrer Park)","Chinese",0.0,0,"singapore","Textile Centre, Jln Sultan 200 #01-11, 199018 Farrer Park, Central, Singapore, Singapore,"
"icy6","Crab Cartel (Bugis Junction)","Fast Food",3.1,5,"singapore","200 Victoria Street, #B1-17/18, Bugis Junction, Bugis Junction Cold Storage,"
"iky2","Sugar Mama Lah (North Bridge Road)","Cakes",0.0,0,"singapore","730 North Bridge Road SG198698,"
"r46s","Rice Paradise (SMU)","Japanese",0.0,0,"singapore","70 Stamford Rd, #B1-26/28, Singapore 178901,"
"p5hb","Oriental Kopi (Bugis Junction)","Malaysian",4.9,92,"singapore","Bugis Junction, 200 Victoria St #02-50, SG188021,"
"v2hg","IndoChili (Zion Road)","Indonesian",4.9,1059,"singapore","54 Zion Road, Tiong Bahru, West Central,"
"yql4","Going Om (Bali Lane)","Mediterranean",0.0,0,"singapore","33 Bali Lane SG189869, S 189869,"
"w929","Tajine Moroccan Tapas & Cocktail Bar (Mohamad Sultan Road)","Mediterranean",0.0,0,"singapore","18 Mohamad Sultan Road,"
"v2oe","Thus Coffee (Bishan)","Western",5.0,551,"singapore","4 Jalan Kuras,"
"c394","Inside Scoop (779 North Bridge Rd) - Islandwide","",0.0,0,"singapore","779 North Bridge Road, #01-01 SG198747,"
"w90l","House of Malaysia (Jalan Sultan)","Asian",0.0,0,"singapore","200 Jalan Sultan, Textile Centre #01-25, SG199018,"
"d5zp","Huevos (North Bridge Road)","Western",4.9,541,"singapore","803 North Bridge Road, #01-01,"
"x5ww","ONALU Bagel Haús (SMU)","Bakery",5.0,605,"singapore","60 Stamford Rd, #01-11,"
"jf12","A-mor Turkish Kebab (North Bridge Road) - Islandwide","Middle Eastern",4.7,33,"singapore","695 north bridge road. #01-01,"
"y2no","Tempat Makan Sha's (Zion Riverside Food Centre)","Malaysian",5.0,188,"singapore","70 Zion Road, Riverside Food Centre, #01-01,"
"v5uo","Afterwit (North Bridge Road)","Snacks",3.1,37,"singapore","778,  Kampong Glam Conservation Area, 778 North Bridge Road, Arab Street, Upper central,"
"tz0p","KS Chicken (Great World)","Chicken",4.8,19,"singapore","1 Kim Seng Promenade, #01-123, Great World 237994,"
"mnwy","Wakuwaku Yakiniku (Bali Lane)","Japanese",0.0,0,"singapore","27 Bali Lane, S(189863),"
"igo3","Sabai Sabai Thai Private Kitchen by Fei Siong Group (Valley Point)","Chicken",4.9,30,"singapore","491 River Valley Road, #01-07/08 Valley Point,"
"vjw2","My Elephant Thai Cuisine (Food Junction - Great World City)","Thai",4.4,9,"singapore","Food Junction Great World,1 Kim Seng Promenade, level 3, Singapore 237994,"
"s2gt","Feng Ji Chicken Rice (River Valley Road)","Chicken Rice",5.0,2869,"singapore","225 River Valley Road West Central River Valley,"
"x1fy","Box N Sticks (Kandahar Street)","Japanese",4.9,67,"singapore","28 Kandahar Street,"
"e95t","Fortune Luck 食运 东北菜 . 烧烤 (Textile Centre)","Asian",4.9,178,"singapore","200 Jln Sultan, #01-05/01-05A Textile Centre, Singapore, S 199018,"
"a0il","(pandago) Sumo Bar Happy (Middle Road)","Japanese",5.0,11,"singapore","111 Middle Road 01-05,"
"rl84","Rumah Makan Minang (18A Kandahar Street) - Islandwide","Indonesian",5.0,72,"singapore","18 & 18A Kandahar Street, SG198884,"
"w5ul","Supreme Vege (Hotel Royal Queens)","Vegetarian",4.9,150,"singapore","02-03, 12 Queen Street, Hotel Royal@Queens, Bugis, Lower Central,"
"fz5v","Park's Kitchen (SMU)","Rice Dishes",5.0,51,"singapore","SMU Connexion, 40 Stamford Rd, Singapore 178908, Singapore, Central, Bugis/City Hall, #01-02,"
"m4qa","Froz Bakery Cafe (Ang Mo Kio)","Bakery",5.0,47,"singapore","Block 443 Ang Mo Kio 10 #01-1229,"
"y5wm","Ryan's Kitchen (Great World City)","Pasta",4.9,38,"singapore","1 Kim Seng Promenade B1-144/145/146,"
"ahl0","KULON (Bali Lane)","Malaysian",4.9,126,"singapore","30 Bali Lane, S 189866,"
"vfhv","Oriental Fried Skewers 东方美食炸串 (New Bugis Street)","Asian",4.9,24,"singapore","3 New Bugis Street, #01-202, S 188867,"
"s3ml","Miam Miam (Bugis Junction)","Pasta",5.0,158,"singapore","#02-14 Bugis Junction, 200 Victoria Street,"
"x2df","(pandago) Casa Roma (Bukit Timah)","Pizza",3.5,45,"singapore","200, Turf Club #01-08 The Grandstand,"
"v3tr","57° Mala Xiang Guo (Ang Mo Kio)","Mala Xiang Guo",5.0,7175,"singapore","4190 ANG MO KIO AVENUE 6 #01-05 & #01-06,"
"v1ou","Imperial Treasure Cantonese Cuisine (Great World)","Chinese",3.8,215,"singapore","#02-111/112, 1 Kim Seng Promenade, Great World City, Tiong Bahru, West Central,"
"g9tx","Fong Guan Vegetarian Food (North Bridge Road)","Vegetarian",4.9,116,"singapore","861 North Bridge Road #01-96,"
"r4k6","Tori Sanwa (Bugis Junction)","Japanese",2.2,5,"singapore","200 Victoria St #B1-K21, #K22 188021,"
"o4bf","StreetBites Express & Lok Lok (North Bridge Road)","",0.0,0,"singapore","730 North Bridge Road, Curbside Crafters,"
"a722","Nong Geng Ji Hunan Cuisine 农耕记 (Great World)","Beverages",0.0,0,"singapore","1 Kim Seng Promenade, Great World #01-116/116 SG237994,"
"c989","CGL Kitchen 百姓厨房 (River Valley Road)","Asian",4.9,23,"singapore","221 River Valley Road, Singapore 238279,"
"x6tc","Singapore Zam Zam Restaurant (North Bridge Road)","Indian",4.9,2096,"singapore","697 North Bridge Road,"
"cp2w","Don Don Ya (SMU)","",3.9,10,"singapore","70 stamford rd,#B1-26/28,Singapore 178901 koufu,"
"b11t","Viet Taste Vietnamese Restaurant (Food Junction - Great World)","Noodles",5.0,1036,"singapore","1 Kim Seng Promenade #03-116 Food Junction Stall MR2 Great World City,"
"m1zi","Daily Chicken (Bugis Junction)","",0.0,0,"singapore","200 Victoria St, B1-06 Bugis Junction,"
"x2by","Maxwell Hainanese Chicken Rice (Turf Club Rd)","",4.9,123,"singapore","200 Turf Club Road, #01-07 Singapore,"
"debj","Fore Coffee (Bugis Junction)","Beverages",5.0,33,"singapore","Bugis Junction, Level 1 unit #01-14/14A, Victoria St, #09 200, Singapore 188021,"
"x9id","Belli Cafe (Jalan Sultan)","Wraps",4.7,96,"singapore","200 Jalan Sultan 01-33B Textile Centre,"
"kjpm","Halal Hangout (Elite)","Fries",0.0,0,"singapore","6 MOHAMED SULTAN ROAD #01-01,"
"ot5t","Finest SongKee's Fishball Noodle (532 Upper Serangoon Rd) - Islandwide","Noodles",4.9,113,"singapore","532 Upper Serangoon Road,"
"w5sv","2it & Drink (River Valley Road)","Pizza",4.9,348,"singapore","491 River Valley Road, #01-01, Valley Point,"
"u8ow","Brew & Co. (716 Ang Mo Kio)","Coffee",4.9,38,"singapore","716 Ang Mo Kio Avenue 6 #01-4030,"
"zayx","Jln Tuakong Ah Lim Mee Pok (Bugis MRT)","Chinese",4.8,65,"singapore","191 Rocher Road #B2-05 ( Bugis DTL Mrt Station),"
"tid7","The Social Space (DUO Galleria)","Western",5.0,63,"singapore","DUO Galleria 7 Fraser Street #01-07 S189356,"
"x3ph","Makan Koryouri (Arab Street)","Japanese",4.1,18,"singapore","32 Kandahar Street,"
"wgc0","Gindaco (Food Junction Great World)","Japanese",4.9,69,"singapore","1 Kim Seng Promenade, level 3, Singapore 237994,"
"v6v3","Rice & Spice Indian Cuisine (Textile Centre)","Indian",4.7,98,"singapore","200 Jalan Sultan #01-06/07/23B, Textile Centre, Singapore 199018,"
"rdbk","THE WERKX CAFE (River Valley)","",4.8,9,"singapore","232 river valley road, 01-00,"
"h23l","Teck Seng Bee Claypot Rice (Serangoon Avenue 2) - Islandwide","Chinese",4.9,49,"singapore","Block 304 Serangoon Avenue 2 , Chuan Village Singapore 560513,"
"a2jo","Wong Fu Fu (North Bridge)","Asian",4.2,5,"singapore","776 North Bridge Road,"
"xkvf","Opah Satay (Bugis/City Hall)","",4.9,14,"singapore","North Bridge Rd 680, 188807 Bugis/City Hall, Central, Singapore, Singapore,"
"x5cq","Huey Peng Hiang Chilli Pan Mee & XiaoLongBao (Sembawang Hills Food Centre)","Noodles",5.0,481,"singapore","Sembawang Hill Food Centre stall 01-28, 590 upper thomson road, Singapore 574419,"
"mpgx","Juu Don (Great World City)","Japanese",4.9,13,"singapore","Tajimaya Yakiniku - 1 Kim Seng Promenade #B1-115, Great World City SG237994,"
"dsz2","Manweiming Fried Chicken 满巍明生炸鸡架 (Bugis Junction)","Asian",0.0,0,"singapore","Bugis Junction #B1-K05, 200 Victoria Street SG188021, S 188021,"
"kjjh","Emogi Italian Fusion (Koufu (SMU))","Italian",0.0,0,"singapore","Koufu (SMU), Stamford Rd 70, 178901 Bugis/City Hall, Central, Singapore, Singapore,"
"haag","Issho Izakaya (Great World City)","Sushi",5.0,21,"singapore","1 Kim Seng Promenade #01-123 Great World City,"
"ei0i","回味私房菜 Soylicious House Of Taste (Crawford Lane)","",0.0,0,"singapore","462 Crawford Lane #01-53, S190462,"
"x1jr","147 Seafood Steamboat (Serangoon Avenue 2)","Seafood",4.7,239,"singapore","304 Serangoon Ave 2, #01-14, Singapore,"
"v6t4","CAVA Cafe (Jalan Gelenggang)","Western",4.9,49,"singapore","8 Jalan Gelenggang, Singapore 578190,"
"a2im","En Sushi (Midland House)","Japanese",4.9,151,"singapore","112 Middle Rd, #01-00B, Midland House,"
"c9ab","Kns Suriya (Upper Serangoon Road)","Indian",4.9,389,"singapore","536A Upper Serangoon Road #01-00 SG534552,"
"y7kz","Let's Eat (Bugis Junction)","Noodles",4.1,110,"singapore","Bugis Junction, 200 Victoria St #B1-K23, Singapore 188021,"
"h74q","Phat Burger Bro (Valley Point) - Islandwide","Burgers",0.0,0,"singapore","491 River Valley Road #01-17, Valley Point
Shopping Centre, 248371,"
"x9js","Chow Zan (Arab Street)","Dessert",5.0,348,"singapore","801 north bridge road,"
"v2bn","PizzaExpress (Duo Galleria)","Pizza",4.7,863,"singapore","01-01/02, 7 Fraser Street, Duo Galleria, Arab Street, Upper Central,"
"x1ng","Udders Ice Cream (Arab Street)","Dessert",4.8,54,"singapore","345 Beach Road,"
"q07j","Coffee AtTarik by Ali Redha (Arab Street)","Singaporean",0.0,0,"singapore","Bali Ln 16, 189852 Arab Street, Central, Singapore, Singapore,"
"okst","Fatt Choy Eating House (10 Haji Ln)","Asian",0.0,0,"singapore","10 Haji Ln , 189203 Arab Street, Singapore,"
"xwa7","Hahasg (Farrer Park)","",0.0,0,"singapore","199001, 199001 Farrer Park, Central, Singapore, Singapore,"
"tywy","La Pasteleria Kitchen and Bar (Clemenceau Avenue)","Mediterranean",4.9,50,"singapore","81 Clemenceau Avenue, #01-22, Singapore River, 239917, Singapore,"
"rr5y","La Xiao Chuan 辣小串烧烤 (City Gate)","Chinese",4.5,31,"singapore","371 Beach Road, City Gate  #01-10 Singapore 199597,"
"s9lm","Casuarina Curry (Macpherson Road)","Indian",4.9,2644,"singapore","187 Macpherson Road, Paya Lebar,"
"x2oy","Nur Fayidha (Pahang Street)","Indian",4.8,580,"singapore","2 Pahang Street,"
"iej0","Le Bistrot Du Sommelier (Armenian Street)","Western",0.0,0,"singapore","53 Armenian Street 179940,"
"xrev","Éla Greek (Jalan Sultan)","Wraps",4.9,9,"singapore","33 Jalan Sultan, #01-47/49 198965,"
"w6jl","Seoul Shiok (Ang Mo Kio)","Korean",4.9,2240,"singapore","01-526, Blk 159 Ang Mo Kio Ave 4, Ang Mo Kio, Toa Payoh,"
"s3yf","Fat Bird Chicken HotPot (Liang Seah)","Chinese",4.8,990,"singapore","1 Liang Seah St, #01-15/16,"
"ay6u","Dessert Gallery Pte Ltd (Liang Seah St.)","Dessert",4.9,58,"singapore","16 Liang Seah St, Liang Seah St 16, 189037 Bugis/City Hall, Central, Singapore, Singapore,"
"zszf","The Secret Garden by Zeekri (19 Baghdad St)","Western",0.0,0,"singapore","19 Baghdad St, Singapore 199658,"
"u8lr","Josh's Grill (Bugis Junction)","Western",4.9,123,"singapore","200 Victoria Street #01-69 Bugis Junction,"
"najc","711 Xin Fa Zhu Chao (Ang Mo Kio Avenue 8)","Asian",4.7,31,"singapore","711 Ang Mo Kio Ave 8 #01-3501, S 560711,"
"p1ug","FoodLoft (Ang Mo Kio 721)","Coffee",4.8,29,"singapore","Blk 721 Ang Mo Kio Avenue 8, #01-2823,"
"vuym","Hwa Heng Beef Noodle (Ang Mo Kio Avenue 8)","Chinese",4.8,66,"singapore","711 Ang Mo Kio Avenue 8, #01-3501, S11 F&B,"
"uan5","Hummus & Tandoor (Egyptian & Indian Cuisine) - Restaurant Delivery","Indian",2.8,232,"singapore","23 Baghdad St, S199662,"
"s7xg","TAAN Asian Grilled Bar (Liang Seah Street)","Chinese",4.8,575,"singapore","30 Liang Seah Street,"
"gqg7","Do·Si·Rak (DUO Galleria)","Korean",5.0,109,"singapore","7 Fraser Street #B3-06/07, DUO Galleria, Singapore 189356,"
"idvv","Okinawa Ramen (Bras Basah Complex)","Asian",0.0,0,"singapore","231 Bain Street #01-79, Bras Basah Complex (Shi Fu Food Court), Singapore 180231,"
"w8nj","Lao Ban Soya Beancurd (Serangoon)","Dessert",5.0,158,"singapore","20 Serangoon Ave 2, Serangoon Bus Interchange near bus drop off,"
"x1do","Moc Quan (UE Square Shopping Mall)","Vietnamese",4.9,439,"singapore","81 Clemenceau Avenue, UE Square Shopping Mall, 01-23,"
"yd67","Jushinjung Korean BBQ (Robertson Walk Branch)","Korean",5.0,119,"singapore","11 Unity Street #01~30/31 Robertson walk S237995,"
"hu8p","Korean and Japanese cuisine (17 Upper Boon Keng Rd)","Korean",5.0,13,"singapore","17 Upper Boon Keng Rd ,01-79 , 380017 , Singapore,"
"exs8","Peng Guan Bak Kwa and Pau (Ang Mo Kio Avenue 6)","Chinese",0.0,0,"singapore","720 Ang Mo Kio Ave 6 #01-4122 S560720, S 560720,"
"e6gl","Beirut Grill (72 Bussorah St) - Restaurant Delivery","Indian",4.4,216,"singapore","72 Bussorah Street,"
"yota","Banh Mi Không? (Arab Street)","Vietnamese",0.0,0,"singapore","40 Arab street Singapore 199739, S 199739,"
"onsh","Fi Woodfire Thai (Robertson Walk)","Thai",4.5,29,"singapore","11 Unity Street #01-07, Robertson Walk, Singapore 237995,"
"imd0","Mr Teh Tarik Eating House (AMK)","Beverages",5.0,57,"singapore","728 Ang Mo Kio Ave 6 #01-4200 SG560728,"
"sjoo","Roasted Duck Delights 華師傅港式燒臘  (Bain Street)","Asian",0.0,0,"singapore","231 Bain Street, S 180231,"
"l6er","La Teh Cafe (City Gate)","Singaporean",0.0,0,"singapore","371 Beach Road, #02-16A, City Gate,"
"ftit","Overrice (Arab Street)","Rice Dishes",4.9,135,"singapore","41 Sultan Gate S 198489,"
"ly8f","Mayflower Pig's Organ Soup & Chilli Pan Mee (Mayflower Market And Food Centre)","Soups",4.9,178,"singapore","01-35 162 ANG MO KIO AVENUE 4 560162,"
"d2md","Sap Ubon Thai Cuisine (462 AMK Ave 10)","",3.6,7,"singapore","462 Ang Mo Kio Avenue 10 #09-1136 SG560462,"
"yisv","Bistro Eminami Halal Vietnam (Kandahar St) - Islandwide","Vietnamese",5.0,10,"singapore","46 Kandahar SG198898,"
"s2id","Siam Village (Macpherson)","Thai",4.9,837,"singapore","77 Jalan Wangi,"
"orbc","Tandoor and Kebab Nation (Baghdad Street) - Restaurant Delivery","Mediterranean",2.2,44,"singapore","23 Baghdad Street #00-02,"
"j0ge","Three Kingdoms Mala Hotpot 三国麻辣香锅 (Ang Mo Kio Avenue 6)","Chinese",4.9,44,"singapore","727 ANG MO KIO AVE 6 #01-4236,"
"wr9l","Song Tea (Ang Mo Kio Avenue 8)","Beverages",0.0,0,"singapore","61 Ang Mo Kio Ave 8,#01-03,"
"rzip","A1 Boneless Chicken Rice (Ang Mo Kio Avenue 6)","Chicken Rice",4.9,47,"singapore","724 Ang Mo Kio Ave 6 #01-42 560724,"
"s5vs","A1 Indian Curry North Indian & Lebanese Food (Pahang Street)","Indian",3.7,412,"singapore","12 Pahang Street, Upper Central, Arab Street,"
"x4eb","Grounded by Common Man Coffee Roasters (Martin Road)","Coffee",5.0,298,"singapore","22 Martin Rd, #02-00,"
"spk3","Mavi Restaurant & Grill (17 Baghdad St) - Restaurant Delivery","Middle Eastern",3.2,69,"singapore","17 Baghdad Street,"
"bifz","Punjaby Dawat (Bali Lane)","Snacks",2.0,7,"singapore","8 & 9 Bali Lane,"
"okci","Lukumades Singapore (Arab Street)","Mediterranean",4.9,24,"singapore","60 Arab St, #01-01 SG199757,"
"rrhw","Restaurant Aisyah (Arab Street)","Chinese",5.0,10,"singapore","25 Arab St, 199724 Bugis/City Hall, Central, Singapore, Singapore,"
"ckgt","Pasha Mezza and Grill (Arab Street)","Middle Eastern",4.3,135,"singapore","14 Haji Lane, S 189207,"
"y7gt","Curry Xi Shi (AMK)","Curry",4.8,356,"singapore","727 Ang Mo Kio Ave 6 #01-4236,"
"tm7i","Lok Lok x Bento (Ang Mo Kio Avenue 8)","Asian",5.0,6,"singapore","711 Ang Mo Kio Ave 8 #01-3501 (Stall 6),"
"uuep","52 Seafood Kitchen (Sultan Plaza)","Chinese",0.0,0,"singapore","Sultan Plaza, Jln Sultan 100 #01-05, 199001 Arab Street, Central, Singapore, Singapore,"
"xwpw","Broti (Baghdad Street)","",5.0,6,"singapore","21 Baghdad Street SG199660,"
"owwc","HiCook (Ang Mo Kio)","",0.0,0,"singapore","Ang Mo Kio Ave 8 711, 560711 Ang Mo Kio, North, Singapore, Singapore,"
"x480","Penang Island 槟岛餐室 (Bain Street)","Malaysian",0.0,0,"singapore","231 Bain St, #01-79 (Stall 14), Singapore 180231, S 180231,"
"vh2s","XINMEI CONGEE (Ang Mo Kio Avenue 6)","Chinese",4.9,44,"singapore","Ang Mo Kio Ave 6 724 #01-32, 560724 Ang Mo Kio, North, Singapore, Singapore,"
"a9nt","La Jiang Shan Biang Biang Noodle (North Bridge Road)","Chinese",4.7,21,"singapore","490/492 NORTH BRIDGE ROAD SINGAPORE 188737,"
"fczz","AL Zouq Foods & Caterer (Ang Mo Kio)","Asian",0.0,0,"singapore","BLK 727 ANG MO KIO AVENUE -6 #1-4264 SINGAPORE 560727 AL ZOUQ RESTAURANTS  ANGMOKIO,"
"y8tv","Positano Risto (Bussorah Street)","Pizza",4.1,119,"singapore","66 Bussorah Street,"
"x8wx","AL HAYAT Indian Muslim Food (Ang Mo Kio)","Indian",4.2,1009,"singapore","446, #01-1653, Ang Mo Kio Ave 10,"
"a3jl","Broadway Food & Drinks (727 Ang Mo Kio)","Coffee",4.9,48,"singapore","Blk 727 Ang Mo kio Ave 6 #01-4236  S560727,"
"wi1l","Haji S.M Hatheem Indian Muslim Food (Ang Mo Kio)","Indian",4.9,20,"singapore","Ang Mo Kio Ave 8 711, 560711 Ang Mo Kio, North, Singapore, Singapore,"
"o8t3","Vary.sg (Arab Sreet)","Fast Food",0.0,0,"singapore","Arab St 60 #01-02, 199757 Bugis/City Hall, Central, Singapore, Singapore,"
"ufu1","Co + Nut + Ink (2 Haji Lane)","Beverages",5.0,17,"singapore","2 Haji Lane 189195,"
"x5iw","中式面家 Zhong Shi Mian Jia (Macpherson)","Noodles",5.0,400,"singapore","177 MacPherson road. Singapore 348538,"
"x8gp","Western Food (Ang Mo Kio)","Western",4.9,1155,"singapore","711 Ang Mo Kio Ave 8 #01-3501,"
"pyft","Bakalaki Greek Taverna (Martin Road) - Islandwide","Mediterranean",4.9,104,"singapore","38A Martin Road, #01-01,"
"phed","Running Egg (Ang Mo Kio Avenue 8)","Thai",0.0,0,"singapore","722 Ang Mo Kio Avenue 8, #01-2843, Singapore, 560722, S 560722,"
"yiud","金翠冰室   Golden Jade H.K Dessert Cafe (Ang Mo Kio Avenue 8)","Dessert",4.9,111,"singapore","61 Ang Mo Kio Ave 8,#01-03,"
"jrjx","LIUZHOUNVXU 螺蛳粉火锅 (1 Liang Seah)","Asian",5.0,240,"singapore","1 LIANG SEAH STREET ,#01-07/08 189022,"
"j35f","Kuya's Kusinang Pinoy (North Bridge Centre)","Filipino",5.0,316,"singapore","420 North Bridge Road #01-06 North Bridge Centre, 188727,"
"iett","Wooly's Bagels (27 Arab street)","Sandwiches",4.9,45,"singapore","27 Arab street 199726,"
"yycz","Momolato Cafe (Haji Lane)","Pancakes and Waffles",5.0,41,"singapore","34 Haji Lane Singapore 189227,"
"y2z9","Shin Minori Japanese Restaurant (UE Square) - Islandwide","Japanese",0.0,0,"singapore","03-15/16 81 Clemenceau Ave UE square West Central River Valley,"
"t1ue","Kampung Glam Cafe (Bussorah Street)","Malaysian",5.0,614,"singapore","17 Bussorah Street,"
"noj3","Lets serve the skewers 上尚签串 (100 Jln Sultan) - Islandwide","Chinese",0.0,0,"singapore","100 Jln Sultan, Sultan Plaza, #01-09, Singapore 199001,"
"f3jo","Haru Haru - Specialty in Mentaiko (Bras Basah Complex)","Japanese",0.0,0,"singapore","231 Bain Street #01-79, Bras Basah Complex (Shi Fu Food Court), Singapore 180231,"
"z9ry","Hen Le Shan 很乐山 (Tan Quee Lan)","Chinese",5.0,98,"singapore","Hen Le Shan 很乐山 - Tan Quee Lan St 21 #01-01/02, 188108  ,  Singapore,"
"n4gt","MADD PIZZA (Haji Lane)","Pizza",4.9,168,"singapore","19,20 & 21 Haji Lane,"
"i1yh","Suhang Xiangban 苏杭湘伴 (Bugis/City Hall)","Chinese",0.0,0,"singapore","Liang Seah St 36, 189057 Bugis/City Hall, Central, Singapore, Singapore,"
"z8tf","Al-Sahira Restaurant (Ang Mo Kio)","Asian",4.8,419,"singapore","163 Ang Mo Kio Ave 4, #01-428, Singapore,"
"bikk","ABC (Jalan Sultan)","Indian",4.6,13,"singapore","100 JALAN SULTAN,#01-28, SULTAN PLAZA, S 199001,"
"aivr","WE Desi Indian Bistro (City Gate Mall) - Islandwide","Indian",0.0,0,"singapore","371 Beach Road, City Gate, Unit no 01-02, Singapore 199597,"
"a5pa","Just Love Bread (Ang Mo Kio Avenue 6)","Bakery",5.0,84,"singapore","Blk 724 Ang Mo Kio Ave 6, #01-43, Ang Mo Kio, 560724, Singapore,"
"yk1v","Piedra Negra (Haji Lane)","Asian",4.9,72,"singapore","3 Haji Lane,"
"y4nt","Jin Jin Super Mala Fragrant Hotpot (North Bridge Road)","Mala Xiang Guo",4.9,329,"singapore","530 NORTH BRIDGE ROAD #01-
01,BUGIS POINT,Singapore 188747,"
"f916","Istanbul Corner PTE LTD (Bugis/City Hall)","",0.0,0,"singapore","Arab St 21, 199844 Bugis/City Hall, Central, Singapore, Singapore,"
"m8zw","CMeal Fried Chicken (Ang Mo Kio 724)","Noodles",4.8,351,"singapore","Blk 724 Ang Mo Kio Avenue 6 #01-24,"
"w4dr","Common Man Coffee Roasters (Martin Road)","Coffee",4.9,532,"singapore","22 Martin road #01-00 Singapore 239058,"
"jtpx","Cornerstone Pasta & Grill (159 AMK Ave 4) - Islandwide","Italian",4.8,15,"singapore","159 Ang Mo Kio Ave 4 Singapore 560159,"
"c9qc","Ah Nam Kopi (Singapore Management University)","Singaporean",0.0,0,"singapore","50 STAMFORD ROAD,  #01-01 SINGAPORE MANAGEMENT UNIVERSIT,"
"ahsp","Western Madness (AMK)","",0.0,0,"singapore","722 Ang Mo Kio Ave 8 #01-2843 SG560722,"
"j53g","Da Tou Ban Mian (Ang Mo Kio Avenue 8)","Chinese",0.0,0,"singapore","711 Ang Mo Kio Avenue 8, #01-3501,"
"c8gn","GOKU JAPANESE RESTAURANT (Mohamed Sultan Road)","Japanese",5.0,228,"singapore","33 MOHAMED SULTAN ROAD, #01-01/02 SINGAPORE 238977,"
"y5pb","2 Béo (Bussorah Street)","Vietnamese",4.6,12,"singapore","73 Bussorah Street,"
"zwfl","SSAK3 Korean BBQ & Bistro (Bras Basah Complex) - Islandwide","Korean",0.0,0,"singapore","231 Bain Street, Bras Basah Complex #02-01, S 180231,"
"w3ra","XIANGXIANG 湘香湖南菜 (Bugis)","Chinese",4.9,485,"singapore","01-12/13/14, 1 Liang Seah Street, Bugis, City Hall, Lower Central,"
"o9uw","U.Sweet Dessert (Bugis/City Hall)","Asian",0.0,0,"singapore","U.Sweet Dessert, North Bridge Rd 420, 188727 Bugis/City Hall, Central, Singapore, Singapore,"
"y5gs","Ju Fu Yuan Vegetarian Delight (Ang Mo Kio)","Vegetarian",4.8,347,"singapore","162 Ang Mo Kio Avenue 4  #01-14,"
